pre_tax_amount,tax,post_tax_amount,amount_tendered,change_due,state
6.66,0.29,6.95,10,3.05,Virginia
30,0,30,30,0,Alabama
0.89,0,0.89,0.89,0,South Carolina
2,0,2,2,0,Virginia
23.08,0,23.08,24,0.92,South Carolina
50,0,50,50,0,South Carolina
0.99,0.07,1.06,5.1,4.04,South Carolina
7.09,0,7.09,7.09,0,Pennsylvania
8.98,0.45,9.43,9.43,0,South Carolina
22,0.18,22.18,22.18,0,Virginia
7.66,0.42,8.08,20,11.92,North Carolina
29.5,0,29.5,29.5,0,South Carolina
1.38,0.1,1.48,1.48,0,North Carolina
6.67,0.43,7.1,7.1,0,North Carolina
11.25,0,11.25,12,0.75,Georgia
88,0,88,88,0,North Carolina
28.77,0,28.77,28.77,0,Pennsylvania
10,0,10,20,10,Virginia
5,0,5,5,0,North Carolina
10.06,0,10.06,20.06,10,Georgia
12.51,0.7,13.21,20,6.79,Pennsylvania
19.3,0.04,19.34,19.34,0,Georgia
14.19,0.21,14.4,20,5.6,South Carolina
1.98,0.05,2.03,5.03,3,Virginia
39.92,0,39.92,39.92,0,North Carolina
5,0,5,5,0,Virginia
20,0,20,20,0,Georgia
5.16,0.36,5.52,6,0.48,South Carolina
15,0,15,15,0,South Carolina
3,0.21,3.21,4,0.79,South Carolina
20,0,20,20,0,Alabama
3.08,0.08,3.16,5,1.84,Virginia
13.78,0.96,14.74,20,5.26,Georgia
21.47,0,21.47,21.47,0,Georgia
16.09,0.4,16.49,16.49,0,Pennsylvania
10,0.9,10.9,10.9,0,Alabama
4.16,0.38,4.54,5,0.46,Tennessee
42.02,0,42.02,42.02,0,South Carolina
1.59,0.13,1.72,1.72,0,Tennessee
2.9,0.14,3.04,20,16.96,South Carolina
5,0,5,20,15,North Carolina
27.71,0,27.71,27.71,0,Alabama
20,0,20,20,0,Georgia
24.35,0,24.35,24.35,0,North Carolina
10.5,0.04,10.54,20,9.46,Virginia
2.43,0.1,2.53,3,0.47,North Carolina
9.14,0.64,9.78,9.78,0,North Carolina
2.18,0.15,2.33,3,0.67,South Carolina
1.29,0.08,1.37,2,0.63,Pennsylvania
34,0,34,34,0,Virginia
1.98,0.05,2.03,2.05,0.02,Virginia
2.34,0.12,2.46,3,0.54,South Carolina
1.39,0.08,1.47,2,0.53,Pennsylvania
7.07,0.49,7.56,20,12.44,North Carolina
2.67,0,2.67,10,7.33,Pennsylvania
51.14,0,51.14,51.14,0,Georgia
1.79,0.05,1.84,2,0.16,Georgia
34.99,0,34.99,34.99,0,South Carolina
2.99,0.06,3.05,4,0.95,Georgia
0.79,0.06,0.85,1,0.15,North Carolina
2.58,0.18,2.76,3,0.24,North Carolina
36,0,36,36,0,Pennsylvania
11.51,0,11.51,11.51,0,South Carolina
12.85,0.2,13.05,13.05,0,North Carolina
5.61,0.26,5.87,20,14.13,North Carolina
2.67,0.15,2.82,3,0.18,North Carolina
20,0,20,20,0,Virginia
2.28,0.12,2.4,5,2.6,Georgia
23.01,0,23.01,40.01,17,South Carolina
6.15,0.25,6.4,20,13.6,Georgia
1.59,0.12,1.71,1.71,0,South Carolina
1.88,0.09,1.97,20,18.03,South Carolina
1.58,0.11,1.69,2,0.31,North Carolina
3,0,3,5,2,Georgia
5,0,5,5,0,North Carolina
11.26,0.79,12.05,20,7.95,South Carolina
0.98,0.09,1.07,2,0.93,Alabama
252.87,0.13,1,1,0,South Carolina
25,0,25,25,0,North Carolina
8,0,8,20,12,Georgia
5,0,5,5,0,Virginia
1.19,0.06,1.25,2,0.75,South Carolina
31.49,0,31.49,31.49,0,Georgia
60.5,2.88,63.38,100,36.62,Georgia
9.04,0.22,9.26,10,0.74,South Carolina
36.42,0,36.42,36.42,0,South Carolina
10.01,0,10.01,20.01,10,Tennessee
3.68,0.21,3.89,3.89,0,North Carolina
1.99,0.12,2.11,2.11,0,Pennsylvania
15.09,0,15.09,15.09,0,Pennsylvania
1.69,0.05,1.74,2,0.26,Georgia
1.19,0.06,1.25,2,0.75,South Carolina
4.4,0.31,4.71,5.71,1,South Carolina
21.02,0,21.02,21.02,0,Virginia
3.78,0.19,3.97,5,1.03,South Carolina
10.01,0,10.01,10.01,0,Georgia
27.48,1.37,28.85,40,11.15,South Carolina
27.48,0,27.48,27.48,0,South Carolina
6,0,6,6,0,Georgia
16.75,0,16.75,16.75,0,Georgia
2.57,0.22,2.79,5,2.21,Tennessee
10,0,10,20,10,Georgia
6.67,0,6.67,6.67,0,Pennsylvania
4.69,0.23,4.92,10,5.08,South Carolina
47.2,0.29,47.49,60,12.51,Alabama
2.28,0.16,2.44,5.05,2.61,South Carolina
2.83,0.2,3.03,20.03,17,North Carolina
0.79,0.02,0.81,1.01,0.2,Georgia
4.36,0.11,4.47,4.47,0,Virginia
1.59,0.14,1.73,10,8.27,Tennessee
14.2,0,14.2,14.2,0,Virginia
20,0,20,20,0,Alabama
5.48,0.27,5.75,20,14.25,Virginia
15,0,15,15,0,Virginia
1.19,0.08,1.27,1.27,0,North Carolina
1.39,0.1,1.49,1.5,0.01,North Carolina
35.06,0,35.06,35.06,0,Pennsylvania
10,0,10,10,0,South Carolina
15.84,0.48,16.32,20,3.68,Georgia
25.9,0,25.9,25.9,0,North Carolina
5.08,0.32,5.4,6,0.6,North Carolina
3.93,0.2,4.13,20,15.87,Virginia
2.58,0.18,2.76,2.76,0,North Carolina
45,0,45,45,0,Georgia
15,0,15,20,5,Georgia
7.78,0.54,8.32,10,1.68,Georgia
2.93,0.15,3.08,5,1.92,South Carolina
6.71,0,33,33,0,South Carolina
6,0,6,6,0,Virginia
6,0,6,6,0,Alabama
10,0,10,20,10,Alabama
1.38,0.1,1.48,2,0.52,South Carolina
11.49,0.57,12.06,20.26,8.2,South Carolina
1.29,0.09,1.38,2,0.62,South Carolina
15,0,15,15,0,Pennsylvania
25,0,25,30,5,Alabama
9.46,0.19,9.65,10,0.35,Georgia
7.76,0.23,7.99,20,12.01,Georgia
3.69,0,3.69,3.69,0,North Carolina
14.08,0.7,14.78,20,5.22,Virginia
5,0.25,5.25,6,0.75,South Carolina
3.4,0.17,3.57,4,0.43,Virginia
5.32,0.16,5.48,20,14.52,Georgia
2,0,2,2,0,Georgia
10,0,10,20,10,Virginia
7.65,0.54,8.19,20,11.81,South Carolina
26.26,0,26.26,26.26,0,Georgia
31,0,31,31,0,South Carolina
2.79,0.2,2.99,5,2.01,North Carolina
5,0.13,5.13,5.13,0,Virginia
20.02,0,20.02,20.02,0,Virginia
0.99,0.07,1.06,1.06,0,Georgia
22,0,22,22,0,North Carolina
20.02,0,20.02,21,0.98,South Carolina
22.05,0,22.05,22.05,0,Virginia
8,0,8,20,12,North Carolina
0.45,0,0.45,0.5,0.05,Pennsylvania
10.01,0,10.01,10.01,0,Alabama
35.01,0,35.01,40.01,5,South Carolina
18.7,0,18.7,20,1.3,Georgia
44.39,0,44.39,44.39,0,Georgia
48.31,0,48.31,48.31,0,North Carolina
2.74,0.14,2.88,20,17.12,Virginia
2.89,0.06,2.95,5,2.05,Georgia
1.29,0.09,1.38,2,0.62,Georgia
5,0,5,5,0,South Carolina
1.29,0.06,1.35,2,0.65,Virginia
45.28,0,45.28,45.28,0,Georgia
50,0,50,50,0,Georgia
2.19,0.15,2.34,3,0.66,North Carolina
1.79,0.13,1.92,20,18.08,South Carolina
1,0,1,1,0,Virginia
5.28,0.32,5.6,20,14.4,Georgia
1.5,0.04,1.54,2,0.46,Virginia
28.46,0,28.46,28.46,0,North Carolina
30.25,0,30.25,30.25,0,South Carolina
2.48,0.07,2.55,5,2.45,Georgia
1.29,0.08,1.37,2,0.63,Pennsylvania
1.59,0.03,1.62,5,3.38,Georgia
18,0,18,20,2,Virginia
9.99,0.7,10.69,11,0.31,South Carolina
2.99,0.21,3.2,5,1.8,South Carolina
28.26,1.41,2,2,0,South Carolina
10,0,10,10,0,Virginia
8,0,8,8,0,North Carolina
6.22,0.31,6.53,10,3.47,Virginia
9.47,0.41,9.88,10,0.12,Georgia
50,0,50,50,0,North Carolina
12.5,0,12.5,20,7.5,South Carolina
23.37,0.1,23.47,25,1.53,Georgia
7.31,0.35,7.66,20,12.34,Georgia
23.3,0,23.3,23.3,0,Georgia
4.88,0.34,3.22,3.22,0,North Carolina
11.68,0.15,11.83,20,8.17,Alabama
5.27,0.07,5.34,10,4.66,Georgia
5.99,0.15,6.14,10,3.86,Virginia
2.97,0.15,3.12,3.12,0,Virginia
10,0,10,10,0,Virginia
14.35,0,14.35,20,5.65,Georgia
25,0,25,25,0,Virginia
27.5,0,27.5,27.5,0,Tennessee
18.76,0,18.76,18.76,0,South Carolina
1.49,0.07,1.56,1.56,0,South Carolina
0.99,0.03,1.02,1.02,0,Georgia
5.38,0.38,5.76,20,14.24,North Carolina
29.71,0,29.71,29.71,0,Georgia
18.24,0,18.24,18.24,0,North Carolina
0.99,0.07,1.06,2,0.94,South Carolina
4.08,0.29,4.37,5,0.63,North Carolina
7.26,0.26,7.52,10,2.48,Virginia
40.01,0,40.01,50.01,10,South Carolina
5.01,0,5.01,5.01,0,South Carolina
135.4,7.79,140,140,0,Georgia
7.29,0.09,7.38,7.38,0,North Carolina
0.59,0.04,0.63,1,0.37,Georgia
4.99,0.25,5.24,5.25,0.01,South Carolina
2.64,0.18,2.82,3,0.18,North Carolina
18,0,18,20,2,Georgia
3.19,0.16,3.35,3.5,0.15,North Carolina
17.49,0.04,7,7,0,Georgia
25.6,0,25.6,25.6,0,Georgia
26.25,0,26.25,40,13.75,South Carolina
1.59,0.05,1.64,2,0.36,Georgia
1.64,0.08,1.72,2,0.28,North Carolina
49.52,0,49.52,49.52,0,Georgia
2.01,0,2.01,2.01,0,Virginia
21,0,21,21,0,Georgia
21.5,0.04,21.54,22,0.46,Georgia
10.76,0.75,5,5,0,North Carolina
4.58,0.08,4.66,4.66,0,Georgia
55.25,0,55.25,55.25,0,Georgia
1.69,0.12,1.81,5,3.19,South Carolina
10,0.3,10.3,10.3,0,Georgia
1.69,0.16,1.85,2,0.15,Tennessee
1.29,0.09,1.38,1.38,0,Georgia
3.79,0.27,4.06,5.1,1.04,South Carolina
43.36,0,43.36,43.36,0,South Carolina
1.59,0.03,1.62,5,3.38,Georgia
2,0,2,2,0,Georgia
15,0,15,15,0,Alabama
10,0,10,10,0,Georgia
10,0,10,10,0,Georgia
11.92,0.34,12.26,20,7.74,North Carolina
20,0,20,20,0,South Carolina
1,0.07,1.07,1.1,0.03,South Carolina
14.37,0.22,14.59,15,0.41,South Carolina
3.98,0.12,4.1,4.1,0,Georgia
14.56,0.23,14.79,20,5.21,South Carolina
1.19,0.03,1.22,10,8.78,Virginia
25.01,0,25.01,25.01,0,North Carolina
10,0,10,20,10,Georgia
1.19,0.06,1.25,1.25,0,Virginia
9.45,0.58,10.03,28.03,18,Georgia
28.51,0,28.51,28.51,0,Georgia
476.97,0.31,477.28,480,2.72,Virginia
2.58,0.18,2.76,5,2.24,North Carolina
1.29,0.06,1.35,20,18.65,Virginia
15.06,0,15.06,15.06,0,Virginia
16.3,0.04,16.34,16.35,0.01,Georgia
4.95,0.35,5.3,5.35,0.05,Georgia
44.23,0,44.23,44.23,0,Tennessee
38.01,0,28,28,0,South Carolina
2.99,0.15,3.14,3.14,0,Virginia
34,0,34,34,0,Virginia
5,0,5,10,5,Georgia
20,0,20,20,0,North Carolina
40.55,0,40.55,40.55,0,North Carolina
4,0,4,10,6,Virginia
14.45,0,14.45,14.45,0,Tennessee
1.19,0.08,1.27,1.27,0,Georgia
2.24,0.12,2.36,3,0.64,South Carolina
20,0,20,20,0,South Carolina
14.47,0.87,15.34,20,4.66,Georgia
4.53,0.27,4.8,5,0.2,Georgia
7.18,0.1,7.28,20,12.72,Georgia
2,0,2,2,0,South Carolina
23.94,1.28,25.22,26,0.78,Georgia
1,0,1,1,0,South Carolina
0.99,0.05,1.04,1.04,0,South Carolina
54.96,0.2,55.16,60.01,4.85,South Carolina
0.45,0,0.45,0.45,0,Georgia
6.19,0.12,6.31,6.31,0,Virginia
11.28,0.26,9.54,10,0.46,Virginia
2.89,0.17,3.06,10,6.94,Georgia
20,0,40,40,0,Georgia
42.75,0,42.75,42.75,0,Georgia
29.1,0,29.1,29.1,0,Georgia
0.99,0.05,1.04,1.04,0,Virginia
50,0,50,50,0,South Carolina
0,0,2,2,0,North Carolina
1.59,0.11,1.7,20,18.3,North Carolina
28.01,0,28.01,28.01,0,South Carolina
20.99,1.47,18.46,18.46,0,North Carolina
0.99,0.07,1.06,2,0.94,South Carolina
34.01,0,34.01,100.01,66,South Carolina
25.61,0,25.61,25.61,0,South Carolina
2.03,0.1,2.13,3,0.87,South Carolina
11,0,11,11,0,Alabama
27.36,1.64,29,29,0,Pennsylvania
8.19,0.06,8.25,20,11.75,South Carolina
18.03,0,18.03,18.03,0,Georgia
34.24,0,34.24,34.24,0,South Carolina
12.95,0.87,13.82,20,6.18,Georgia
44.4,0,44.4,44.4,0,North Carolina
5.58,0.28,5.86,5.86,0,South Carolina
18,0,18,18,0,Virginia
9.01,0.47,9.48,9.48,0,South Carolina
31.04,0,31.04,31.04,0,Georgia
3.18,0.16,3.34,5,1.66,South Carolina
1.19,0.08,1.27,1.27,0,Georgia
0.89,0.06,0.95,1,0.05,South Carolina
2.89,0.2,3.09,3.1,0.01,North Carolina
0.99,0.09,1.08,1.08,0,Virginia
47.84,0.12,47.96,47.96,0,South Carolina
5,0.13,5.13,5.13,0,Virginia
5.98,0.36,6.34,6.34,0,Georgia
10,0,10,10,0,Virginia
0.99,0.09,1.08,1.1,0.02,Virginia
1.59,0.05,1.64,2,0.36,Georgia
39.6,0,39.6,39.6,0,South Carolina
2.97,0.18,0.15,1,0.85,Pennsylvania
5.01,0,5.01,5.01,0,Virginia
1.78,0.04,1.82,2,0.18,Georgia
1.09,0.07,1.16,2,0.84,Pennsylvania
5.3,0.49,3,3,0,Tennessee
13,0,13,20,7,Virginia
2.99,0.21,1.45,2,0.55,Georgia
58,0,58,58,0,Virginia
23.5,0,23.5,23.5,0,Georgia
9.99,0.5,10.49,20,9.51,Virginia
1.59,0.11,1.7,2,0.3,South Carolina
25.97,0.8,6.77,20,13.23,South Carolina
2,0,2,5,3,Georgia
0.99,0.07,1.06,1.25,0.19,South Carolina
11.48,0.04,11.52,11.52,0,Virginia
35.38,0,35.38,35.38,0,South Carolina
7,0,7,50,43,South Carolina
28.15,0.19,28.34,28.34,0,North Carolina
64.88,0.12,65,100,35,Alabama
12.71,0.89,13.6,20,6.4,South Carolina
0.79,0.07,0.86,0.86,0,Virginia
7.49,0.52,8.01,8.01,0,North Carolina
0.7,0.01,0.71,1,0.29,North Carolina
10,0,10,10,0,Georgia
3.87,0.32,4.19,5,0.81,Tennessee
0.99,0.07,1.06,10,8.94,Georgia
3.14,0.16,3.3,5,1.7,Virginia
2.28,0.07,2.35,20,17.65,Georgia
83,0,83,83,0,Pennsylvania
1.59,0.11,1.7,2,0.3,South Carolina
47.98,3.36,48.34,48.34,0,North Carolina
3.48,0.3,3.78,3.78,0,Tennessee
2.18,0.05,2.23,20,17.77,Virginia
10.26,0.72,10.98,11,0.02,North Carolina
8.73,0.44,9.17,50,40.83,South Carolina
26.22,0,26.22,26.22,0,Pennsylvania
20,0,-20,0,20,Georgia
27.35,0,27.35,27.35,0,Georgia
2.39,0.17,2.56,5,2.44,North Carolina
4.36,0.16,4.52,5,0.48,North Carolina
8.77,0.61,9.38,20,10.62,South Carolina
5,0,5,5,0,Virginia
